Part_No	Part_Type	Part_Category	Description	Manufacturer	Cylinders	Liters	CCs	Stroke	Rod	Main	Front_Seal_Dia	Rear_Seal_Dia	Bore	Connect_Rod_Len	Camshaft	Valves	Casting_No	Trans_Speed	Trans_Type	Notes	Application_Start_Yr	Application_End_Yr	Metal	KB_Product_Code	On_Hand	Price 
34A674BA	Transmission Part	Shaft	SHAFT- SUN GEAR- W/ GROOV	GM															4L80E						Call for inventory	1
34A678AA	Transmission Part	Shaft	SHAFT- OUT.- 14.8IN CAR (3 TYP	GM															375						Call for inventory	25
34A678BA	Transmission Part	Shaft	SHAFT- OUT.- 15.0IN 2WD (4 TY	GM															400						Call for inventory	25
34A678CA	Transmission Part	Shaft	SHAFT- OUT.- 18.0IN 2WD (3 TY	GM															400						Call for inventory	24
34A678DA	Transmission Part	Shaft	SHAFT- OUT.- 9.1IN (5 TYPES)	GM															400						Call for inventory	25
34A678DP	Transmission Part	Shaft	SHAFT- OUT.- 9.1IN BOY (3 TY	GM															400						Call for inventory	25
34A678EA	Transmission Part	Shaft	SHAFT- OUT.- 6.5IN 1-3/16IN DI	GM															375						Call for inventory	25
34A678FA	Transmission Part	Shaft	SHAFT- OUT.- 6.9IN 4X4	GM															400						Call for inventory	25
34A678GA	Transmission Part	Shaft	SHAFT- OUT.- 13.0IN JEEP 10 SPLINE	GM															400						Call for inventory	25
34A678HA	Transmission Part	Shaft	SHAFT- OUT.- 5.9IN 4X4	GM															400						Call for inventory	25
34A678LA	Transmission Part	Shaft	SHAFT- OUT.- 8.1IN 2WD W/ O-	GM															4L80E						Call for inventory	25
34A678LB	Transmission Part	Shaft	SHAFT- OUT.- 8.1IN 2WD W/ O-	GM															4L80E						Call for inventory	25
34A678LP	Transmission Part	Shaft	SHAFT- OUT.- 8.1IN 2WD NO O-	GM															4L80E						Call for inventory	25
34A678LQ	Transmission Part	Shaft	SHAFT- OUT.- 8.1IN 2WD NO O-	GM															4L80E						Call for inventory	25
34A678QA	Transmission Part	Shaft	SHAFT- OUT.- 4.9IN 4X4	GM															4L80E						Call for inventory	25
34A678QB	Transmission Part	Shaft	SHAFT- OUT.- 4.9IN NO LUBE	GM															4L80E						Call for inventory	25
34A991E4	Transmission Part	Shaft	SHAFT- MANUAL LEVER	GM															4L80E						Call for inventory	1
36A670	Transmission Part	Shaft	30T & 30T	Ford															C6						Call for inventory	16
36A670A	Transmission Part	Shaft	31T & 30T	Ford															C6						Call for inventory	16
36A670C	Transmission Part	Shaft	"""13-5/8"""""""	Ford															"4R100, E4OD, E4OD+"						Call for inventory	20
36A670T31	Transmission Part	Shaft	"""14-1/16"""""""	Ford															E4OD						Call for inventory	20
36A675	Transmission Part	Shaft	P	Ford															E4OD						Call for inventory	20
36A675B	Transmission Part	Shaft	1	Ford															"4R100, E4OD, E4OD+"						Call for inventory	20
36A675C	Transmission Part	Shaft	"""1.0""""DIA BEARING"""	Ford															4R100						Call for inventory	22
36A678	Transmission Part	Shaft	"""BOY 17.4"""" 10 SPLINE"""	Ford															C6						Call for inventory	20
36A678A	Transmission Part	Shaft	"""2WD 23.2"""" 6T"""	Ford															C6						Call for inventory	20
36A678AA	Transmission Part	Shaft	"""2WD 23.2"""" 7T"""	Ford															C6						Call for inventory	20
36A678AB	Transmission Part	Shaft	"""2WD 23.2"""" 8T"""	Ford															C6						Call for inventory	20
36A678AC	Transmission Part	Shaft	"""2WD 23.2"""" 9T"""	Ford															C6						Call for inventory	20
36A678AD	Transmission Part	Shaft	"""2WD 23.2"""" NO T"""	Ford															C6						Call for inventory	20
36A678B	Transmission Part	Shaft	"""2WD 26.7"""" 6T"""	Ford															C6						Call for inventory	20
36A678BA	Transmission Part	Shaft	"""2WD 26.7"""" 7T"""	Ford															C6						Call for inventory	20
36A678BB	Transmission Part	Shaft	"""2WD 26.7"""" 8T"""	Ford															C6						Call for inventory	20
36A678BC	Transmission Part	Shaft	"""2WD 26.7"""" 9T"""	Ford															C6						Call for inventory	20
36A678BD	Transmission Part	Shaft	"""2WD 26.7"""" 9T 3"""	Ford															C6						Call for inventory	20
36A678C	Transmission Part	Shaft	"""4WD 15.5"""""""	Ford															C6						Call for inventory	20
36A678D	Transmission Part	Shaft	"""4WD 18.5"""""""	Ford															C6						Call for inventory	20
36A678E	Transmission Part	Shaft	"""4X4 14.3"""" BUSHING"""	Ford															E4OD						Call for inventory	28
36A678EA	Transmission Part	Shaft	"""4X4 14.3"""" BEARING"""	Ford															E4OD						Call for inventory	28
36A678EB	Transmission Part	Shaft	"""4X4 14.3"""" CUP"""	Ford															E4OD						Call for inventory	28
36A678EC	Transmission Part	Shaft	"""4X4 14.3"""" SENSOR"""	Ford															4R100						Call for inventory	30
36A678G	Transmission Part	Shaft	"""4X4 15.7"""" BUSHING"""	Ford															E4OD						Call for inventory	28
36A678GA	Transmission Part	Shaft	"""4X4 15.7"""" BEARING"""	Ford															E4OD						Call for inventory	28
36A678GB	Transmission Part	Shaft	"""4X4 15.7"""" CUP P"""	Ford															E4OD						Call for inventory	28
36A678HA	Transmission Part	Shaft	"""4X4 18.5"""" BEARING"""	Ford															E4OD						Call for inventory	28
36A678HB	Transmission Part	Shaft	"""4X4 18.5"""" CUP P"""	Ford															E4OD						Call for inventory	28
36A678J	Transmission Part	Shaft	"""2WD 20.0"""" 0T BUSHING"""	Ford															E4OD						Call for inventory	28
36A678JA	Transmission Part	Shaft	"""2WD 20.0"""" 0T BEARING"""	Ford															E4OD						Call for inventory	28
36A678JB	Transmission Part	Shaft	"""2WD 20.0"""" 0T PL"""	Ford															E4OD						Call for inventory	28
36A678JC	Transmission Part	Shaft	"""2WD 20.0"""" 7T BUSHING"""	Ford															E4OD						Call for inventory	28
36A678JD	Transmission Part	Shaft	"""2WD 20.0"""" 7T BEARING"""	Ford															E4OD						Call for inventory	28
36A678JE	Transmission Part	Shaft	"""2WD 20.0"""" 7T CUP"""	Ford															E4OD						Call for inventory	28
36A678JG	Transmission Part	Shaft	"""2WD 20.0"""" 8T BUSHING"""	Ford															E4OD						Call for inventory	28
36A678JH	Transmission Part	Shaft	"""2WD 20.0"""" SENSOR"""	Ford															4R100						Call for inventory	30
36A678JJ	Transmission Part	Shaft	"""2WD 20.0"""" 8T CUP"""	Ford															E4OD						Call for inventory	28
36A678JM	Transmission Part	Shaft	"""2WD 20.0"""" 8T BEARING"""	Ford															E4OD						Call for inventory	28
74A678	Transmission Part	Shaft	"""2WD 18 1/4"""""""	GM															700						Call for inventory	14
74A678A	Transmission Part	Shaft	2WD W/ SENSOR	GM															"700, 4L60"						Call for inventory	14
74A678AA	Transmission Part	Shaft	2WD NO GOVERNOR DRIVE	GM															4L60E						Call for inventory	18
74A678B	Transmission Part	Shaft	"""4WD 13 1/4""""LG."""	GM															700						Call for inventory	14
74A678BA	Transmission Part	Shaft	4WD 13 3/4	GM															4L60E						Call for inventory	18
74A678C	Transmission Part	Shaft	"""4WDX13 3/4"""""""	GM															700						Call for inventory	18
76A670	Transmission Part	Shaft	"""15-15/16"""" LONG `80-93"""	Ford															AOD	"""AODE+ """"INPUT"""" SHAFT IS 11-11/16"""" LONG, STAYS INSIDE FORWARD HOUSING"""					Call for inventory	12
76A670A	Transmission Part	Shaft	"""FORWARD> DIRECT, 4-3/4"""" LONG `92+"""	Ford															"4R70W, 4R75W, AODE"						Call for inventory	12
76A678A	Transmission Part	Shaft	"""16"""" 7T, 3 HOLES, O-RING `80-87"""	Ford															AOD	COUNT HOLES ON BOTH SIDES					Call for inventory	12
76A678AA	Transmission Part	Shaft	"""16"""" 7T, 4 HOLES, O-RING `88-93"""	Ford															AOD						Call for inventory	12
76A678B	Transmission Part	Shaft	"""16"""" 8T, 3 HOLES, O-RING `80-87"""	Ford															AOD						Call for inventory	14
76A678BA	Transmission Part	Shaft	"""16"""" 8T, 4 HOLES, O-RING `88-93"""	Ford															AOD						Call for inventory	12
76A678BB	Transmission Part	Shaft	"""16"""" 8T, 2 HOLES, O-RING `92+"""	Ford															"4R70W, AODE"						Call for inventory	18
76A678D	Transmission Part	Shaft	"""15"""" 8T, 3 HOLES `80-87"""	Ford															AOD						Call for inventory	18
76A678DA	Transmission Part	Shaft	"""15"""" 8T, 4 HOLES `88-93"""	Ford															AOD						Call for inventory	12
76A678DB	Transmission Part	Shaft	"""15"""" 8T, 2 HOLES `93+"""	Ford															AODE						Call for inventory	12
76A678DC	Transmission Part	Shaft	"""15"""" 8T, 4 HOLES `93+"""	Ford															AODE						Call for inventory	12
76A678E	Transmission Part	Shaft	"""15"""" 7T, 3 HOLES `80-87"""	Ford															AOD						Call for inventory	14
76A678EA	Transmission Part	Shaft	"""15"""" 7T, 4 HOLES, 4"""" SPLINES `80+"""	Ford															AOD						Call for inventory	14
76A678EAL	Transmission Part	Shaft	"""15"""" 7T, 4 HOLES, 6"""" SPLINES `80+"""	Ford															AOD						Call for inventory	14
76A678EB	Transmission Part	Shaft	"""15"""" 7T, 2 HOLES, 5"""" SPLINES `92+"""	Ford															"4R70W, AODE"						Call for inventory	18
76A678HA	Transmission Part	Shaft	"""11"""" 4X4, 4 HOLES `88-93"""	Ford															AOD						Call for inventory	18
76A678HB	Transmission Part	Shaft	"""11"""" 4X4, 2 HOLES `92+"""	Ford															"4R70W, AODE"						Call for inventory	18
76A678JB	Transmission Part	Shaft	"""15"""" NO SPEEDO, CARS `04+"""	Ford															4R75W						Call for inventory	18
76A678LA	Transmission Part	Shaft	"""16"""" 7T SPEEDO, O-RING, TRUCKS `04+"""	Ford															4R75W						Call for inventory	18
76A678MB	Transmission Part	Shaft	"""15"""" 8T SPEEDO, TRUCKS `04+"""	Ford															4R75W						Call for inventory	18
84A529G	Transmission Part	Shaft	SHAFT/SUPPORT-STATOR(3.22'') `97+	GM															4T65E						Call for inventory	12
84A671	Transmission Part	Shaft	SHAFT-PUMP-W/SINGLE BRNG	GM															440						Call for inventory	12
92A670A	Transmission Part	Shaft	INPUT SHAFT- 22T TURBINE `90+	"Dodge, Chrysler"															A604						Call for inventory	12
92A670B	Transmission Part	Shaft	INPUT SHAFT-24T TURBINE (3.0L) `89-90	"Dodge, Chrysler"															A604						Call for inventory	12
84A648	Transmission Part	Sprag	SPRAG-INPUT ASY-W/SNAP RINGS `83-93	GM															440						Call for inventory	12
96A646A	Transmission Part	Sprag	CD4E *1-WAY FWRD.CL. W/SUNGEAR.616`98+	"Ford, Mercury"														4	CD4E					600	Call for inventory	15
34A705T11	Transmission Part	Sprocket / Gear	SPROCKET- DRIVE	GM															425						Call for inventory	14
34A705T31	Transmission Part	Sprocket / Gear	SPROCKET- DRIVEN	GM															425						Call for inventory	14
84A705G	Transmission Part	Sprocket / Gear	4T65E*SPROCKET-DRIVE-35T DUAL `97+	GM														4	4T65E					600	Call for inventory	15
36A622	Transmission Part	Sun Shell	W/O SUN GEAR	Ford															C6						Call for inventory	10
36A622A	Transmission Part	Sun Shell	W/O SUN GEAR	Ford															"4R100, E4OD, E4OD+"						Call for inventory	12
74A624	Transmission Part	Sun Shell	700+ *SHELL-REACTION(SUN)BUSH TYPE`82+	GM														4	"700R4, 4L60E"					600	Call for inventory	10
76A624	Transmission Part	Sun Shell	"""36T PLAIN SHELL, 4.38"""" TALL `80-93"""	Ford															AOD	`80-93					Call for inventory	12
76A624A	Transmission Part	Sun Shell	"""36T (2.602""""DIA SUN) 4.1"""" TALL `92-95"""	Ford															AODE	`89-97					Call for inventory	16
76A624B	Transmission Part	Sun Shell	"""38T (2.441"""" DIA SUN) 4.1"""" TALL `92+"""	Ford															4R70W	`93+					Call for inventory	20
76A624C	Transmission Part	Sun Shell	RIVETED SHELL `04+	Ford															"4R70W, 4R75W"	`03+					Call for inventory	24
103A614T01	Transmission Part	Sungear	SUN GEAR/ FLANGE- INPUT	GM															PGA						Call for inventory	45
103A614T02	Transmission Part	Sungear	SUN GEAR/ HUB- INPUT -327 CID	GM															PGA						Call for inventory	45
105A614T01	Transmission Part	Sungear	SUN GEAR/FLANGE	GM															ST300	no notes available yet					Call for inventory	20
106A614T01	Transmission Part	Sungear	SHAFT-SUN GEAR	Ford															FMX	no notes available yet					Call for inventory	22
106A614T02	Transmission Part	Sungear	SHAFT-SUN GEAR	Ford															FMX	no notes available yet					Call for inventory	22
12A612B	Transmission Part	Sungear	SUN GEAR-W/O SHELL WIDER	"Dodge, Chrysler"															A904+	no notes available yet					Call for inventory	18
12A622AK	Transmission Part	Sungear	SUN GEAR/SHELL-WIDE RAT-	"Dodge, Chrysler"															A904+	no notes available yet					Call for inventory	30
12A622BK	Transmission Part	Sungear	SUN GEAR/SHELL-LARGER DI	"Dodge, Chrysler"															A500	no notes available yet					Call for inventory	11
12A622BKE	Transmission Part	Sungear	SUN GEAR/SHELL-WIDE RAT-	"Dodge, Chrysler"															A500	no notes available yet					Call for inventory	30
12A622K1	Transmission Part	Sungear	SUN GEAR/SHELL-28/28T-6.	"Dodge, Chrysler"															A904	no notes available yet					Call for inventory	3
34A612	Transmission Part	Sungear	"""SUN GEAR- PITCHED, 2 OIL GROOVES"""	GM															"400, 425, 400+, 4L80E"						Call for inventory	14
34A612AA	Transmission Part	Sungear	SUN GEAR- NO OIL RELIEF GR	GM															400						Call for inventory	1
34A612B	Transmission Part	Sungear	SUN GEAR- PITCHED- 4 OIL GR	GM															4L80E						Call for inventory	16
34A612G	Transmission Part	Sungear	SUN GEAR	GM															425						Call for inventory	14
34A612S	Transmission Part	Sungear	SUN GEAR- W/ STRAIGHT GEARS	GM															"400, 425, 400+, 4L80E"						Call for inventory	18
36A610	Transmission Part	Sungear	CAS	Ford															E4OD						Call for inventory	14
36A610A	Transmission Part	Sungear	W/ ST	Ford															4R100						Call for inventory	14
36A612	Transmission Part	Sungear	W/O SHELL	Ford															C6						Call for inventory	6
36A612A	Transmission Part	Sungear	W/O SHELL	Ford															"4R100, E4OD, E4OD+"						Call for inventory	12
36A622AK	Transmission Part	Sungear	SUN & SHELL	Ford															"4R100, E4OD, E4OD+"						Call for inventory	20
36A622BK	Transmission Part	Sungear	SUN & SHELL- LATE NOTCH	Ford															4R100						Call for inventory	20
36A622K	Transmission Part	Sungear	SUN & SHELL	Ford															C6						Call for inventory	18
74A612A	Transmission Part	Sungear	FRONT/ INPUT	GM															"700, 4L60, 4L60E"						Call for inventory	12
74A614	Transmission Part	Sungear	700+ *SUNGEAR-REAR/REACTION `82+	GM														4	"700R4, 4L60E"					600	Call for inventory	8
76A612	Transmission Part	Sungear	"""30T (2.235"""" DIA) FORWARD `80-93"""	Ford															"AOD, AODE"						Call for inventory	12
76A612A	Transmission Part	Sungear	"""31T (2.060"""" DIA) FORWARD `92+"""	Ford															"4R70W, 4R75W"						Call for inventory	16
84A618AA	Transmission Part	Sungear	"""SUN GEAR-F.D. 34TL2.17""""(22P) `93+"""	GM															4T60E						Call for inventory	12
84A618E	Transmission Part	Sungear	SUN GEAR-F.D. 42TL(18P)261'' `91-95	GM															4T60E						Call for inventory	12
92A614	Transmission Part	Sungear	REAR SUN GEAR- `89+	"Dodge, Chrysler"															"A604, A606"						Call for inventory	8
56A770F	Transmission Part	Tail Housing	"95GT *HOUSING-TAIL 4R44E+ 11"" 2WD `95-"	Ford														4	"4R44E, 5R55E"					600	Call for inventory	15
76A770	Transmission Part	Tail Housing	"""2WD # E0AP+ 10.25"""" W/ 1.5"""" BUSHING I.D. `80-92"""	Ford															"AOD, AODE"	"""`80-92, (SMALL SEAL)"""					Call for inventory	15
76A770A	Transmission Part	Tail Housing	"""2WD # F2AP+ 11.5"""" W/ 1.5"""" BUSHING I.D. `80-92"""	Ford															"AOD, AODE"	"""`80-92, (SMALL SEAL)"""					Call for inventory	12
76A770C	Transmission Part	Tail Housing	"""10.25"""" # F3LP W/ 1.6"""" BUSHING I.D. `93+"""	Ford															"4R70W, 4R75W"	`93+ (BIG SEAL)					Call for inventory	18
76A770D	Transmission Part	Tail Housing	"""11.5"""" # F3LP W/ 1.6"""" BUSHING I.D. `93+"""	Ford															"4R70W, 4R75W"	`93+ (BIG SEAL)					Call for inventory	18
103A740T01	Transmission Part	Valve Body	VALVE BODY-REAR PUMP TYP	GM															PGA						Call for inventory	40
103A740T02	Transmission Part	Valve Body	VALVE BODY- W/O REAR PUMP	GM															PGA						Call for inventory	40
105A740T01	Transmission Part	Valve Body	VALVE BODY-FOR V.P. PU	GM															ST300	no notes available yet					Call for inventory	35
105A740T02	Transmission Part	Valve Body	VALVE BODY-W/O V.P.PUM	GM															ST300	no notes available yet					Call for inventory	35
106A740T01	Transmission Part	Valve Body	VALVE BODY	Ford															FMX	no notes available yet					Call for inventory	22
106A740T02	Transmission Part	Valve Body	VALVE BODY	Ford															FMX	no notes available yet					Call for inventory	22
10A740A	Transmission Part	Valve Body	VALVE BODY-5VALVE #1 or	GM															TAAT	no notes available yet					Call for inventory	65
10A740B	Transmission Part	Valve Body	TAAT *VALVE BODY-4VALVE #2+ `93+	Saturn														4	TAAT					600	Call for inventory	40
12A740A	Transmission Part	Valve Body	V/BODY-L/U `79-89	"Dodge, Chrysler"															A904	no notes available yet					Call for inventory	32
12A740AA	Transmission Part	Valve Body	V/BODY-6 CYL.	"Dodge, Chrysler"															A904	no notes available yet					Call for inventory	35
12A740AB	Transmission Part	Valve Body	V/BODY-8 CYL.	"Dodge, Chrysler"															A904	no notes available yet					Call for inventory	35
