Part_No	Part_Type	Part_Category	Description	Manufacturer	Cylinders	Liters	CID	Stroke	Rod	Main	Front_Seal_Dia	Rear_Seal_Dia	Bore	Connect_Rod_Len	Camshaft	Valves	Casting_No	Trans_Speed	Trans_Type	Notes	Application_Start_Yr	Application_End_Yr	Metal	KB_Product_Code	On_Hand	Price 
CKKI24A	Engine Part	Crankshaft	"8B+ *D16 EF2.4 KIA,FLAT END C"	Kia		2.4L														FI				1305	Call for inventory	75
CKKI24AA	Engine Part	Crankshaft	"CK FE50 ,8 BOLT FLANGE"	Kia		2.4L														FI				1305	Call for inventory	75
CKMC23BC	Engine Part	Crankshaft			I4	2.3L																		1305		
CKMC30DB	Engine Part	Crankshaft		Mercedes		3.0L																		1305		
CKMC32BF	Engine Part	Crankshaft		Mercedes					2.046	2.517							R11205							1305		
CKMC32FB	Engine Part	Crankshaft		Mercedes		3.2L			1.887	2.281														1305		
CKMC55AB	Engine Part	Crankshaft		Mercedes	V8	5.5L			1.886	2.518							"979, AMG"							1305		
CKMI16BC	Engine Part	Crankshaft			I4	1.6L			1.732	1.893							0477684AA							1305		
CKMM14A	Engine Part	Crankshaft	G1 *S12 G12B FOR CHRYSLER	Mitsubishi		1.4L																		1305	Call for inventory	35
CKMM15A	Engine Part	Crankshaft	"G1 4G15/G4AJ WIDE ROD.85""""PILOT"	Mitsubishi		1.5L																		1305	Call for inventory	35
CKMM15B	Engine Part	Crankshaft	"G1 4G15/G4AJ-NARROW ROD .790"""""	Mitsubishi		1.5L																		1305	Call for inventory	35
CKMM16C	Engine Part	Crankshaft	CK 4G61 M=2.243 R=1.771 6 BOLT	Mitsubishi		1.6L																		1305	Call for inventory	35
CKMM18A	Engine Part	Crankshaft	*S-- 4G37 1KY..M=2.243 R=	Mitsubishi		1.8L																		1305	Call for inventory	75
CKMM18C	Engine Part	Crankshaft	CK G62B M=2.243 R=1.771 NK=1.5	Mitsubishi		1.8L																		1305	Call for inventory	75
CKMM18D	Engine Part	Crankshaft	G93 *4G93 M=2.243 R=1.771 7	Mitsubishi		1.8L																		1305	Call for inventory	75
CKMM18E	Engine Part	Crankshaft	CRANK 4G67/G4CN	Mitsubishi		1.8L																		1305	Call for inventory	75
CKMM18F	Engine Part	Crankshaft	*--- 4G93	Mitsubishi		1.8L														FI				1305	Call for inventory	75
CKMM20B	Engine Part	Crankshaft	"CK G63B+ 1""""NECK 6 HOLE"	Mitsubishi		2.0L																		1305	Call for inventory	50
CKMM20C	Engine Part	Crankshaft	"CK =4G63,G4DM,1.5""""LG.NECK"	Mitsubishi		2.0L																		1305	Call for inventory	50
CKMM20D	Engine Part	Crankshaft	"CRANK =4G63, 7 BOLT, 1 1/8""""WID"	Mitsubishi		2.0L																		1305	Call for inventory	75
CKMM24A	Engine Part	Crankshaft	"64+ *--- G64B 6BT.RJW=1.14"""""	Mitsubishi		2.4L																		1305	Call for inventory	100
CKMM24AA	Engine Part	Crankshaft	4D5 *--- 4D55T TURBO DIESEL	Mitsubishi		2.4L														D				1305	Call for inventory	100
CKMM24B	Engine Part	Crankshaft	"CK =4G64,7 BT,RJW=1"""""	Mitsubishi		2.4L																		1305	Call for inventory	100
CKMM24EA	Engine Part	Crankshaft	*S16 4G69 I-4	Mitsubishi		2.4L																		1305	Call for inventory	75
CKMM25A	Engine Part	Crankshaft	T5 =6G73 S24 V6 CAST IRON	Mitsubishi		2.5L														FI				1305	Call for inventory	75
CKMM26C	Engine Part	Crankshaft	"G54 *4G54 I4(CHRY) M=2.361"""""	Mitsubishi		2.6L																		1305	Call for inventory	25
CKMM30A	Engine Part	Crankshaft	"T3+ *6G72 SOHC V6 #2CWT .5"""""	Mitsubishi		3.0L																		1305	Call for inventory	50
CKMM30B	Engine Part	Crankshaft	"T3 *6G72 DOHC V6 #2CWT .25"""","	Mitsubishi		3.0L																		1305	Call for inventory	50
CKMM30C	Engine Part	Crankshaft	T3+ *6G72 DOHC V6 STEEL CRANK	Mitsubishi		3.0L																		1305	Call for inventory	100
CKMM35A	Engine Part	Crankshaft	"CRANK =6G74,2.283""""RJ."	Mitsubishi		3.5L																		1305	Call for inventory	100
CKMM35B	Engine Part	Crankshaft	"74 *6G74 M=2.520"""",R=2.165"""""	Mitsubishi		3.5L														FI				1305	Call for inventory	100
CKMM38A	Engine Part	Crankshaft	"75 *S24 6G75 M=2.520""""R=2.165"	Mitsubishi		3.8L														FI				1305	Call for inventory	100
CKMM39AB	Engine Part	Crankshaft		Mitsubishi					2.556	3.061							C14							1305		
CKMZ13A	Engine Part	Crankshaft	CRANK =TC	Mazda		1.3L																		1305	Call for inventory	25
CKMZ13B	Engine Part	Crankshaft	"CRANK A301,B301, =E3,B3"	Mazda		1.3L																		1305	Call for inventory	25
CKMZ13C	Engine Part	Crankshaft	"CRANK A301,B301, =E3,B3"	Mazda		1.3L																		1305	Call for inventory	25
CKMZ13D	Engine Part	Crankshaft	crank B3C7	Mazda		1.3L																		1305	Call for inventory	40
CKMZ16C	Engine Part	Crankshaft	"CRANK B630, =B6 7/8""""NECK LENGT"	Mazda		1.6L																		1305	Call for inventory	40
CKMZ16D	Engine Part	Crankshaft	"CRANK =B6 1 1/8"""" NECK LENGTH"	Mazda		1.6L																		1305	Call for inventory	40
CKMZ16E	Engine Part	Crankshaft	"CRANK =B6 1 3/4""""NECK LENGTH"	Mazda		1.6L																		1305	Call for inventory	40
CKMZ16F	Engine Part	Crankshaft	"CRANK B6C7,B6S7, =B6"	Mazda		1.6L																		1305	Call for inventory	40
CKMZ16G	Engine Part	Crankshaft	"CRANK B616, =B6 7/8""""NECK LENGT"	Mazda		1.6L																		1305	Call for inventory	40
CKMZ18A	Engine Part	Crankshaft	"CRANK F801, =F8"	Mazda		1.8L																		1305	Call for inventory	40
CKMZ18D	Engine Part	Crankshaft	"BP01+*S16 BP01 0.865""""NECK, CAS"	Mazda		1.8L																		1305	Call for inventory	40
CKMZ18DA	Engine Part	Crankshaft	"*D16 BP05 0.865""""NECK, STE"	Mazda		1.8L																		1305	Call for inventory	40
CKMZ18E	Engine Part	Crankshaft	"BP02+*D16 BP05 1.063"""" NECK, CA"	Mazda		1.8L																		1305	Call for inventory	40
CKMZ18EA	Engine Part	Crankshaft	CK K801 =K8 DOHC24V V6	Mazda		1.8L														FI				1305	Call for inventory	40
CKMZ18EB	Engine Part	Crankshaft	"*D16 BP05 1.063"""" NECK, ST"	Mazda		1.8L																		1305	Call for inventory	40
CKMZ18F	Engine Part	Crankshaft	FP01 *D16 PROTEGE M=2.202 R=1.	Mazda		1.8L														FI				1305	Call for inventory	40
CKMZ20A	Engine Part	Crankshaft	*S08 MA	Mazda		2.0L																		1305	Call for inventory	40
CKMZ20B	Engine Part	Crankshaft	FS07 *D16 FS cast	Mazda		2.0L														FI				1305	Call for inventory	40
CKMZ20C	Engine Part	Crankshaft	FE01+*S08 FE 6 BOLT FLANGE	Mazda		2.0L																		1305	Call for inventory	40
CKMZ20CR	Engine Part	Crankshaft																						1305		
CKMZ20D	Engine Part	Crankshaft	30+ *D16 FS +31..steel	Mazda		2.0L														FI				1305	Call for inventory	40
CKMZ20G	Engine Part	Crankshaft	*D16 TRIBUTE	Mazda		2.0L														FI				1305	Call for inventory	40
CKMZ22A	Engine Part	Crankshaft	F201 *S08 F2	Mazda		2.2L																		1305	Call for inventory	40
CKMZ23A	Engine Part	Crankshaft	C1 *D24 KJ TAPERED NOSE	Mazda		2.3L														FI				1305	Call for inventory	75
CKMZ25A	Engine Part	Crankshaft	KL+ *D24 KL KLC7 on front cwt	Mazda		2.5L														FI				1305	Call for inventory	75
CKMZ25B	Engine Part	Crankshaft	*D24 KL KL01 on front cwt	Mazda		2.5L														FI				1305	Call for inventory	75
CKMZ25C	Engine Part	Crankshaft	*D24 KL KL31 on front cwt	Mazda		2.5L																		1305	Call for inventory	75
CKMZ26A	Engine Part	Crankshaft	"CRANK G6,G601, =G6"	Mazda		2.6L																		1305	Call for inventory	50
CKMZ30A	Engine Part	Crankshaft	"CK JE, 3/8""""DRIVE ON NECK JE mo"	Mazda		3.0L																		1305	Call for inventory	75
CKMZ30B	Engine Part	Crankshaft	CK JE (No drive) JE motors	Mazda		3.0L																		1305	Call for inventory	75
CKMZ30C	Engine Part	Crankshaft	"CK JE (.660"""" drive)flat mid cw"	Mazda		3.0L																		1305	Call for inventory	75
CKMZ30D	Engine Part	Crankshaft	"CK NO #,(JE48 stamp on frt.cwt"	Mazda		3.0L														FI				1305	Call for inventory	75
CKNS15B	Engine Part	Crankshaft	11M *--- E15 NISSAN	Nissan		1.5L																		1305	Call for inventory	25
CKNS16B	Engine Part	Crankshaft	31M+ *--- E16 +33M	Nissan		1.6L																		1305	Call for inventory	25
CKNS16C	Engine Part	Crankshaft	77A5+*--- GA16	Nissan		1.6L																		1305	Call for inventory	50
CKNS16D	Engine Part	Crankshaft	16A40*--- CA16DE/CA18ET 6 BOLT	Nissan		1.6L																		1305	Call for inventory	25
CKNS18C	Engine Part	Crankshaft	D424+*D16 CA18DE 8 BOLT	Nissan		1.8L														FI				1305	Call for inventory	35
CKNS18D	Engine Part	Crankshaft	*D16 QG18DE LATE	Nissan		1.8L														FI				1305	Call for inventory	75
CKNS18DF	Engine Part	Crankshaft		Nissan	I4	1.8L			1.730	2.045			3.307											1305		
CKNS20A	Engine Part	Crankshaft	"U60+ *--- Z20/LB20 M=2.360""""+U6"	Nissan		2.0L																		1305	Call for inventory	25
CKNS20C	Engine Part	Crankshaft	57E+ *--- CA20 +D1742+	Nissan		2.0L														FI				1305	Call for inventory	25
CKNS20D	Engine Part	Crankshaft	60J40*--- SR20DE	Nissan		2.0L														FI				1305	Call for inventory	75
CKNS20F	Engine Part	Crankshaft		Nissan													EN2							1305		
CKNS22A	Engine Part	Crankshaft	0GW+ *--- Z22/E +90-21-0	Nissan		2.2L																		1305	Call for inventory	75
CKNS24A	Engine Part	Crankshaft	"E3141*--- L24E M=2.163""""I-6"	Nissan		2.4L																		1305	Call for inventory	75
CKNS24B	Engine Part	Crankshaft	W3140*--- L24E NARROW ROD 1.77	Nissan		2.4L																		1305	Call for inventory	50
CKNS24C	Engine Part	Crankshaft	"30W-+*--- Z24 (30W40,42,42)I-4"	Nissan		2.4L														FI				1305	Call for inventory	50
CKNS24D	Engine Part	Crankshaft	86G *--- KA24 2 KEY & SPROCKE	Nissan		2.4L														FI				1305	Call for inventory	75
CKNS24E	Engine Part	Crankshaft	86G *--- KA24 more common 3 K	Nissan		2.4L														FI				1305	Call for inventory	75
CKNS24F	Engine Part	Crankshaft	40F *--- KA24 WORMGEAR DRV.3	Nissan		2.4L														FI				1305	Call for inventory	75
CKNS24G	Engine Part	Crankshaft	30R *--- KA24 2FLAT DRV.2 KEY	Nissan		2.4L														FI				1305	Call for inventory	75
CKNS25B	Engine Part	Crankshaft	AEO40*D16 QR25 I-4	Nissan		2.5L														FI				1305	Call for inventory	75
CKNS28C	Engine Part	Crankshaft		Nissan													P30							1305		
CKNS30AA	Engine Part	Crankshaft	"*S12 VG30 1 3/4""""NECK 1 KE"	Nissan		3.0L														FI				1305	Call for inventory	50
CKNS30AB	Engine Part	Crankshaft	"*--- VG30 2 3/8""""NECK 2 KE"	Nissan		3.0L														FI				1305	Call for inventory	50
CKNS30AC	Engine Part	Crankshaft	"*--- VG30 2 3/8""""NK.X 1.26"	Nissan		3.0L														FI				1305	Call for inventory	50
CKNS30AD	Engine Part	Crankshaft	"*--- VG30 2 3/8""""NECK 8 BO"	Nissan		3.0L														FI				1305	Call for inventory	75
CKNS30AE	Engine Part	Crankshaft	"*--- VG30 3 3/8""""NECK 3 KE"	Nissan		3.0L														FI				1305	Call for inventory	75
CKNS30CA	Engine Part	Crankshaft	"31U40*D24 VQ30 R=1.770"""""	Nissan		3.0L														FI				1305	Call for inventory	75
CKNS33AB	Engine Part	Crankshaft		Nissan		3.3L			1.967															1305		
CKNS33BA	Engine Part	Crankshaft	"30P43*--- VG33E 2 KEY, S&DOHC"	Nissan		3.3L														FI				1305	Call for inventory	75
CKNS35A	Engine Part	Crankshaft	"4W040*D24 V6 8 BOLT 1.26""""NECK"	Nissan		3.5L														FI				1305	Call for inventory	75
CKNS40AC	Engine Part	Crankshaft		Nissan		4.0L											EA2							1305		
CKNS41AA	Engine Part	Crankshaft	*D32 VH41DE Q45	Nissan		4.1L														FI				1305	Call for inventory	100
CKNS45A	Engine Part	Crankshaft	60U41*D32 VH45DE V8	Nissan		4.5L														FI				1305	Call for inventory	75
CKNS56AA	Engine Part	Crankshaft	*--- V8 TITAN PICK UP	Nissan		5.6L														FI				1305	Call for inventory	100
CKOL23AA	Engine Part	Crankshaft	690+ *--- QUAD 4 11:00 NOTCH +	Oldsmobile		2.3L														FI				1305	Call for inventory	35
CKOL23AB	Engine Part	Crankshaft	690+ *--- QUAD 4 12:00 NOTCH	Oldsmobile		2.3L														FI				1305	Call for inventory	35
CKOL23AC	Engine Part	Crankshaft	115 *D16 QUAD 4 12:OO EXTRA C	Oldsmobile		2.3L														FI				1305	Call for inventory	75
CKOL24AA	Engine Part	Crankshaft	4620 *D16 QUAD 4	Oldsmobile		2.4L														FI				1305	Call for inventory	75
CKOL35AA	Engine Part	Crankshaft	089 *D24 AURORA V6	Oldsmobile		3.5L														FI				1305	Call for inventory	75
CKOL40AA	Engine Part	Crankshaft	669 *D32 AURORA V8 `95-99	Oldsmobile		4.0L														FI				1305	Call for inventory	75
CKOL40AB	Engine Part	Crankshaft	*D32 AURORA LATE	Oldsmobile		4.0L														FI				1305	Call for inventory	75
CKOL43AA	Engine Part	Crankshaft	882+ *O16 260 CID V8 +607	Oldsmobile		4.3L														C				1305	Call for inventory	30
CKOL43BA	Engine Part	Crankshaft	610 *O12 DIESEL FWD	Oldsmobile		4.3L														D				1305	Call for inventory	30
CKOL43BB	Engine Part	Crankshaft	611 *O12 DIESEL RWD	Oldsmobile		4.3L														D				1305	Call for inventory	30
CKOL57AA	Engine Part	Crankshaft	261+ *O16 307/350 CID NO BAL.H	Oldsmobile	V8	5.7L	"307, 350"													C				1305	Call for inventory	30
CKOL57BA	Engine Part	Crankshaft	"CK 711,DIESEL,350CID OLV8"	Oldsmobile	V8	5.7L	350													DIESEL				1305	Call for inventory	30
CKOL64AA	Engine Part	Crankshaft	544+ *O16 394 CID V8	Oldsmobile		6.4L														C				1305	Call for inventory	75
CKOL66BA	Engine Part	Crankshaft	607+ *O16 403 CID W/ BAL.HOLE	Oldsmobile		6.6L														C				1305	Call for inventory	35
CKOL66BB	Engine Part	Crankshaft	NU	Oldsmobile		6.6L														C				1305	Call for inventory	35
CKOL70AA	Engine Part	Crankshaft	722 *O16 425 CID V8	Oldsmobile		7.0L														C				1305	Call for inventory	75
CKOL75AA	Engine Part	Crankshaft	303+ *O16 400/455 CID AUTO	Oldsmobile		7.5L														CARB				1305	Call for inventory	150
CKPG19B	Engine Part	Crankshaft		Peugeot													720							1305		
CKPO16AA	Engine Part	Crankshaft	700+ *--- 1.6L HEX DR.WOODRUFF	Pontiac		1.6L														FI				1305	Call for inventory	35
CKPO16AB	Engine Part	Crankshaft	515+ *--- 1.6L HEX DR. OPEN KE	Pontiac		1.6L														FI				1305	Call for inventory	35
CKPO16AC	Engine Part	Crankshaft	171 *--- 1.6L 2 FLAT DR.OPEN	Pontiac		1.6L														FI				1305	Call for inventory	35
CKPO18AA	Engine Part	Crankshaft	2670 *S08 1.8L PONTIAC I4	Pontiac		1.8L																		1305	Call for inventory	35
CKPO20AA	Engine Part	Crankshaft	036+ *--- 2.0L POI4	Pontiac		2.0L																		1305	Call for inventory	35
CKPO20AB	Engine Part	Crankshaft	"507+ *--- 2.0L POI4 +802,454"	Pontiac		2.0L														FI				1305	Call for inventory	35
CKPO25AA	Engine Part	Crankshaft	311 *O08 151 CID IRON DUKE	Pontiac		2.5L														C				1305	Call for inventory	25
CKPO25BA	Engine Part	Crankshaft	"405+ *O08 151 CID +543,684+"	Pontiac		2.5L																		1305	Call for inventory	25
CKPO25BB	Engine Part	Crankshaft	771 *O08 151 CID VIN U	Pontiac		2.5L														C				1305	Call for inventory	25
CKPO25BC	Engine Part	Crankshaft	381 *O08 151 CID TRIGGER FIRE	Pontiac		2.5L														FI				1305	Call for inventory	25
CKPO25BE	Engine Part	Crankshaft	"390+ *O08 151 CID 82T """"U"""" +406"	Pontiac		2.5L																		1305	Call for inventory	25
CKPO25BF	Engine Part	Crankshaft	405+ *O08 151 CID 78T +543	Pontiac		2.5L														FI				1305	Call for inventory	25
CKPO25BG	Engine Part	Crankshaft	"540 *O08 151 CID 78T """"U""""+406"	Pontiac		2.5L														FI				1305	Call for inventory	25
CKPO49AA	Engine Part	Crankshaft	887 *O16 265/301 CID	Pontiac		4.3L														C				1305	Call for inventory	30
CKPO49AB	Engine Part	Crankshaft	887 *O16 301 CID TURBO-RARE	Pontiac	V8	4.9L														C				1305	Call for inventory	25
CKPO57AA	Engine Part	Crankshaft	770+ *016 326/350/389 CID	Pontiac	V8	5.7L	"326, 350, 389"													CARB				1305	Call for inventory	25
CKPO57AB	Engine Part	Crankshaft	"813+ *O16 350/389/400 2.75""""C/R"	Pontiac	V8	5.7L	"350, 389, 400"													C				1305	Call for inventory	25
CKPO66AB	Engine Part	Crankshaft	"452 *O16 350/400 CID 2.5""""C/RIN"	Pontiac	V8	5.7L	"350, 400"													C				1305	Call for inventory	25
CKPO75AA	Engine Part	Crankshaft	103+ *O16 455 CID +453	Pontiac		7.5L			2.248	3.249						16	"103, 453"			CARB				1305	Call for inventory	75
CKRR35A	Engine Part	Crankshaft	*O16 V8 LANDROVER	Range Rover		3.5L																		1305	Call for inventory	75
CKRR39A	Engine Part	Crankshaft	*O16 V8 RANGEROVER	Range Rover		3.9L																		1305	Call for inventory	75
CKRR40A	Engine Part	Crankshaft	*O16 V8 RANGEROVER	Range Rover		4.0L																		1305	Call for inventory	75
CKRR46A	Engine Part	Crankshaft	*O16 V8 RANGEROVER	Range Rover		4.6L																		1305	Call for inventory	75
CKSA19AA	Engine Part	Crankshaft	"832+ *S08 SATURN 1.5""""FROM LINE `91-92"	Saturn		1.9L											"673, 833"			FI CASTINGS 673/833 ( CKSA19AA &CKSA19AB LOOK THE SAME CAUTION SEE THE PIC.				1305	Call for inventory	35
CKSA19AB	Engine Part	Crankshaft	"833+ *S08 SATURN 1.06""""FROM LINE `93-01"	Saturn		1.9L											"673, 833"			FI CASTING 673/833				1305	Call for inventory	35
CKSA19AC	Engine Part	Crankshaft	570 *D16 I4 DIFFERENT CWT'S. `99+	Saturn		1.9L														FI				1305	Call for inventory	75
CKSB20D	Engine Part	Crankshaft		Saab													722							1305		
CKSU10A	Engine Part	Crankshaft	crank 3 CYL.SUBARU	Subaru		1.0L																		1305	Call for inventory	50
CKSU12A	Engine Part	Crankshaft	CRANK SUBARU	Subaru		1.2L																		1305	Call for inventory	50
CKSU18B	Engine Part	Crankshaft	"CRANK Y11,W4,+++, =EA82"	Subaru		1.8L																		1305	Call for inventory	50
CKSU20BB	Engine Part	Crankshaft		Subaru	I4	2.0L	122		2.044	2.361														1305		
CKSU22A	Engine Part	Crankshaft	"EJ22 *SUBARU, =EJ22"	Subaru		2.2L																		1305	Call for inventory	50
CKSU22B	Engine Part	Crankshaft		Subaru		2.2L																		1305		
CKSU25A	Engine Part	Crankshaft	"EJ25 *SUBARU, =EJ25 `96+"	Subaru		2.5L																		1305	Call for inventory	75
CKSU33A	Engine Part	Crankshaft	"*D24 EG33 R=2.046""""M=2.358"	Subaru		3.3L																		1305	Call for inventory	50
CKSZ10A	Engine Part	Crankshaft	*--- G10 SUZUKI	Suzuki		1.0L																		1305	Call for inventory	30
CKSZ13A	Engine Part	Crankshaft	043 *--- =G13 1342cc	Suzuki		1.3L																		1305	Call for inventory	60
CKSZ13AR	Engine Part	Crankshaft		Suzuki	I4	1.3L																		1305		
CKSZ13B	Engine Part	Crankshaft	CRANK =G13	Suzuki		1.3L																		1305	Call for inventory	60
CKSZ16A	Engine Part	Crankshaft	--- * G16	Suzuki		1.6L														FI				1305	Call for inventory	75
CKSZ16AR	Engine Part	Crankshaft		Suzuki	I4	1.6L																		1305		
CKSZ18A	Engine Part	Crankshaft	*--- G18 SUZUKI	Suzuki		1.8L																		1305	Call for inventory	150
CKSZ18AR	Engine Part	Crankshaft																						1305		
CKSZ20A	Engine Part	Crankshaft	"CRANK J20, =J20"	Suzuki		2.0L																		1305	Call for inventory	150
CKSZ25A	Engine Part	Crankshaft	CRANK 86	Suzuki		2.5L																		1305	Call for inventory	150
CKSZ25AR	Engine Part	Crankshaft																						1305		
CKTO15A	Engine Part	Crankshaft	1A+ *--- 1AC-4AF 6BOLT +3A-5A	Toyota		1.5L																		1305	Call for inventory	25
CKTO15B	Engine Part	Crankshaft	3E *---3E/EE/5EFE	Toyota		1.5L																		1305	Call for inventory	25
CKTO15GA	Engine Part	Crankshaft	1NZ *D16 1NZFE ECHO+(CAST)	Toyota		1.5L																		1305	Call for inventory	35
CKTO15GB	Engine Part	Crankshaft	NO# *D16 1NZXFE ECHO+(STEEL)	Toyota		1.5L																		1305	Call for inventory	35
CKTO16B	Engine Part	Crankshaft	"CK 4AGE+,M=1.889,R=1.574"""",8 BO"	Toyota		1.6L																		1305	Call for inventory	25
CKTO16C	Engine Part	Crankshaft	"CK 4AGE+,M=1.889"""",R=1.653"""",8 B"	Toyota		1.6L																		1305	Call for inventory	25
CKTO16E	Engine Part	Crankshaft	CRANK =1FVZE(2T1BR)	Toyota		1.6L																		1305	Call for inventory	25
CKTO16ER	Engine Part	Crankshaft		Toyota	I4	1.6L																		1305		
CKTO18A	Engine Part	Crankshaft	CRANK =7AFE	Toyota		1.8L																		1305	Call for inventory	25
CKTO18B	Engine Part	Crankshaft	CRANK =3T	Toyota		1.8L																		1305	Call for inventory	25
CKTO18G	Engine Part	Crankshaft	*D16 1ZZFE BIG CWTS. `98-02	Toyota		1.8L																		1305	Call for inventory	100
CKTO18GB	Engine Part	Crankshaft	*D16 1ZZFE SMALL CWTS. `98-02	Toyota		1.8L																		1305	Call for inventory	100
CKTO18H	Engine Part	Crankshaft	*D16 2ZZGE CELICA GT/YAMA	Toyota		1.8L														FI				1305	Call for inventory	75
CKTO18IA	Engine Part	Crankshaft	*D16 2ZR TOYOTA YARIS/MATRIX `09+	Toyota	I4	1.8L			"1.730"""	"1.888"""							2ZR						STEEL	1305	Call for inventory	
CKTO20C	Engine Part	Crankshaft	16 *S08 2SE+	Toyota		2.0L																		1305	Call for inventory	30
CKTO20D	Engine Part	Crankshaft	3SF *D16 3SF/G 6 BOLT FLANGE	Toyota		2.0L																		1305	Call for inventory	30
CKTO20E	Engine Part	Crankshaft	3SF *D16 3SF/G 8BT.x10mm	Toyota		2.0L																		1305	Call for inventory	30
CKTO20F	Engine Part	Crankshaft	3SF *D16 3SF/G 8FL.BTS.x10mmT	Toyota		2.0L																		1305	Call for inventory	30
CKTO20G	Engine Part	Crankshaft	NO # *D16 3SFE RAV4	Toyota		2.0L																		1305	Call for inventory	30
CKTO20H	Engine Part	Crankshaft	3Y *--- 3YEC	Toyota		2.0L																		1305	Call for inventory	35
CKTO20HR	Engine Part	Crankshaft																						1305		
CKTO22A	Engine Part	Crankshaft	010 *D16 5SFE NO GEAR	Toyota		2.2L																		1305	Call for inventory	35
CKTO22B	Engine Part	Crankshaft	"CRANK 010-D, =5SFE, SMALL TOOT"	Toyota		2.2L																		1305	Call for inventory	50
CKTO22BR	Engine Part	Crankshaft																						1305		
CKTO22C	Engine Part	Crankshaft	"CRANK 010-6, =5SFE, LARGE TOOT"	Toyota		2.2L																		1305	Call for inventory	50
CKTO22C1	Engine Part	Crankshaft		Toyota	I4																			1305		
CKTO24B	Engine Part	Crankshaft	651+ *S08 22R/20R m=2.361 r=2.	Toyota		2.4L																		1305	Call for inventory	30
CKTO24B1	Engine Part	Crankshaft																						1305		
CKTO24C	Engine Part	Crankshaft	RZ *=2TZFE/2TZFZE 10 BOLT FL	Toyota		2.4L																		1305	Call for inventory	75
CKTO24D	Engine Part	Crankshaft	CRANK =2RZFE PICK UP	Toyota		2.4L																		1305	Call for inventory	75
CKTO24E	Engine Part	Crankshaft	*D16 2AZFE I4 GEAR AT #2C	Toyota		2.4L														FI				1305	Call for inventory	75
CKTO25A	Engine Part	Crankshaft	CRANK =2VZFE	Toyota		2.5L																		1305	Call for inventory	75
CKTO25AR	Engine Part	Crankshaft																						1305		
CKTO27A	Engine Part	Crankshaft	*D16 I4(T100) 3RZFE	Toyota		2.7L														FI				1305	Call for inventory	75
CKTO28A	Engine Part	Crankshaft	"CRANK 2M,4M, =2M,4M,5M"	Toyota		2.8L																		1305	Call for inventory	35
CKTO28AR	Engine Part	Crankshaft				2.8L																		1305		
CKTO30A	Engine Part	Crankshaft	"CRANK 6M,7M, =7M"	Toyota		3.0L																		1305	Call for inventory	50
CKTO30AR	Engine Part	Crankshaft																						1305		
CKTO30B	Engine Part	Crankshaft	"CRANK =3VZE, 2 3/4"""" NECK"	Toyota		3.0L																		1305	Call for inventory	100
CKTO30BR	Engine Part	Crankshaft																						1305		
CKTO30C	Engine Part	Crankshaft	"CRANK =3VZFE, 2 1/2"""" NECK"	Toyota		3.0L																		1305	Call for inventory	75
CKTO30CR	Engine Part	Crankshaft		Toyota		3.0L																		1305		
CKTO30D	Engine Part	Crankshaft	B7+ *D24 1MZFE 2.401x2.0866	Toyota		3.0L																		1305	Call for inventory	75
CKTO30E	Engine Part	Crankshaft	CRANK =2JZGE/2JZGTE	Toyota		3.0L																		1305	Call for inventory	75
CKTO34A	Engine Part	Crankshaft	CRANK =5VZFE	Toyota		3.4L																		1305	Call for inventory	100
CKTO34AR	Engine Part	Crankshaft																						1305		
CKTO35A	Engine Part	Crankshaft		Toyota		3.5L			2.090	2.400			94MM											1305		
CKTO40A	Engine Part	Crankshaft	CRANK =3FE	Toyota		4.0L																		1305	Call for inventory	200
CKTO40AB	Engine Part	Crankshaft		Toyota		4.0L																		1305		
CKTO40B	Engine Part	Crankshaft	"CRANK 1UZFE, V8"	Toyota		4.0L																		1305	Call for inventory	100
CKTO42B	Engine Part	Crankshaft	*--- 2F LANDCRUISER	Toyota		4.2L																		1305	Call for inventory	200
CKTO43A	Engine Part	Crankshaft	"CRANK =3UZFE, V8"	Toyota		4.3L																		1305	Call for inventory	100
CKTO45A	Engine Part	Crankshaft	"CRANK =1FZFE, I-6"	Toyota		4.5L																		1305	Call for inventory	100
CKTO47A	Engine Part	Crankshaft	"CRANK =2UZFE, V8"	Toyota		4.7L																		1305	Call for inventory	100
CKVO20A	Engine Part	Crankshaft	"C *S08 B20E+ 6BOLT 1.5""""NOSE"	Volvo		2.0L														C				1305	Call for inventory	75
CKVO20B	Engine Part	Crankshaft	"C *S08 B20/21F 8BOLT 1.5""""NO"	Volvo		2.0L														C				1305	Call for inventory	75
CKVO21A	Engine Part	Crankshaft	"C *S08 B21/23F/FT 8BOLT .5"""""	Volvo		2.1L														C				1305	Call for inventory	75
CKVO23B	Engine Part	Crankshaft	"2A37 *S08 B230/4F/FT M=2.164"""""	Volvo		2.3L														FI				1305	Call for inventory	75
CKVO23C	Engine Part	Crankshaft	"*S08 B230/4F/FT M=2.479"""""	Volvo		2.3L														FI				1305	Call for inventory	75
CKVO24A	Engine Part	Crankshaft	*S12 D24/T I-6DSL.260/740	Volvo		2.4L														D				1305	Call for inventory	75
CKVO24B	Engine Part	Crankshaft	*D20 B5234FT/5254FS I-5	Volvo		2.4L														FI				1305	Call for inventory	75
CKVO24C	Engine Part	Crankshaft	"*D20 B5254S/T,524S/T I-5"	Volvo		2.4L														FI				1305	Call for inventory	75
